"","id","gap_size","gap_proprotion","e_ndvi","e_elev","e_prec","e_area","e_edge","e_earatio","d_ndvi","d_elev","d_prec","d_area","d_edge","d_earatio","gap_size_km","e_ndvi_r","e_elev_km","e_prec_m","e_area_km","e_edge_km","e_earatio_km","d_ndvi_r","d_elev_km","d_prec_m","d_area_km","d_edge_km","d_earatio_km","g_edge","g_edge_km","long","lat","ess_id","ess_id2","ess_id3","X","Y","pop_density","elev","e_area_h","d_area_h","gap_size_h10","pop_density_catch_100","pop_density_catch_100_2","elev_km","d_ndvi_r_10"
"76",2000,158.247,0.013240888,151.904,1903.308,1305.59,11951.389,454.961,0.038067625,152.095,1903.308,1305.59,11793.142,509.632,0.043214268,0.000158247,151.904,1.903308,1.30559,0.011951389,0.454961,38.06762545,152.095,1.903308,1.30559,0.011793142,0.509632,43.21426809,54.68,0.05468,361340.2142,1129230.752,NA,NA,NA,361331.2998,1129223.72,169.04472,1884,1.1951389,1.1793142,0.158247,6.82236442483663,46.5446563452765,1.884,1.52095
"77",1260,198.841,0.023765075,192.319,1969.111,1268.866,8366.942,478.985,0.057247319,194.006,1969.111,1268.866,8168.101,534.11,0.06538974,0.000198841,192.319,1.969111,1.268866,0.008366942,0.478985,57.24731927,194.006,1.969111,1.268866,0.008168101,0.53411,65.38973992,55.131,0.055131,343410.0733,1122931.929,NA,NA,NA,343416.7224,1122931.99,65.75446,1991,0.8366942,0.8168101,0.198841,2.65374090760328,7.04234080468711,1.991,1.94006
"78",1692,158.98,0.019565214,200.907,1870.375,1267.571,8125.646,350.368,0.043118787,202.042,1870.571,1267.571,7966.666,405.671,0.05092105,0.00015898,200.907,1.870375,1.267571,0.008125646,0.350368,43.11878711,202.042,1.870571,1.267571,0.007966666,0.405671,50.92105029,55.312,0.055312,364761.3732,1100860.252,NA,NA,NA,364760.7475,1100855.318,98.98488,1875,0.8125646,0.7966666,0.15898,3.99486552380177,15.95895055326,1.875,2.02042
"79",3183,196.978,0.023500759,317.694,1919.5,1541.518,8381.772,472.444,0.056365647,320.522,1919.5,1541.518,8184.794,527.84,0.064490322,0.000196978,317.694,1.9195,1.541518,0.008381772,0.472444,56.36564679,320.522,1.9195,1.541518,0.008184794,0.52784,64.49032193,55.402,0.055402,346052.6501,1294916.539,20,NA,NA,346047.5851,1294926.622,130.34427,1921,0.8381772,0.8184794,0.196978,5.26047847356191,27.6726337708082,1.921,3.20522
"80",1172,234.754,0.005356429,174.567,1821.957,1307.28,43826.583,842.552,0.019224679,174.659,1821.957,1307.28,43591.829,897.993,0.02060003,0.000234754,174.567,1.821957,1.30728,0.043826583,0.842552,19.22467923,174.659,1.821957,1.30728,0.043591829,0.897993,20.60003034,55.447,0.055447,350942.3343,1333689.224,NA,NA,NA,350921.9505,1333692.021,117.22348,1833,4.3826583,4.3591829,0.234754,4.73094515881684,22.3818420957325,1.833,1.74659
"81",1356,238.938,0.028800175,252.843,1931.778,1127.182,8296.408,417.255,0.050293452,258.769,1931,1127.182,8057.47,472.857,0.058685543,0.000238938,252.843,1.931778,1.127182,0.008296408,0.417255,50.2934523,258.769,1.931,1.127182,0.00805747,0.472857,58.68554273,55.613,0.055613,371589.0714,1335392.873,34,NA,NA,371595.4958,1335405.997,124.56078,1932,0.8296408,0.805747,0.238938,5.02706641296991,25.2713967204101,1.932,2.58769
"83",177,240.834,0.001365113,415.107,2513.807,1440.415,176420.599,2655.917,0.015054461,415.323,2513.717,1440.415,176179.765,2711.751,0.015391955,0.000240834,415.107,2.513807,1.440415,0.176420599,2.655917,15.05446085,415.323,2.513717,1.440415,0.176179765,2.711751,15.39195492,55.85,0.05585,404216.8059,1212690.878,NA,NA,NA,404190.0219,1212583.793,199.56142,2587,17.6420599,17.6179765,0.240834,8.05396780436491,64.8663973937466,2.587,4.15323
"85",1593,230.457,0.027793711,320.483,2205.889,1500.633,8291.696,358.847,0.043277877,325.874,2205.889,1500.633,8061.239,414.752,0.051450155,0.000230457,320.483,2.205889,1.500633,0.008291696,0.358847,43.27787705,325.874,2.205889,1.500633,0.008061239,0.414752,51.45015549,55.916,0.055916,368787.4663,1213126.591,NA,NA,NA,368784.372,1213127.079,128.7534,2215,0.8291696,0.8061239,0.230457,5.19627359988978,27.0012593249115,2.215,3.25874
"87",2012,220.819,0.014286945,266.431,2411.947,1154.277,15455.999,522.341,0.033795357,268.843,2411.947,1154.277,15235.18,578.941,0.038000273,0.000220819,266.431,2.411947,1.154277,0.015455999,0.522341,33.79535674,268.843,2.411947,1.154277,0.01523518,0.578941,38.00027305,56.617,0.056617,420740.4082,1144349.065,NA,NA,NA,420743.7,1144359.239,150.612,2406,1.5455999,1.523518,0.220819,6.07845042870014,36.9475596141649,2.406,2.68843
"90",2444,234.75,0.010485351,332.509,2018.958,1394.33,22388.378,674.447,0.030124871,334.612,2018.958,1394.33,22153.628,731.281,0.033009537,0.00023475,332.509,2.018958,1.39433,0.022388378,0.674447,30.12487104,334.612,2.018958,1.39433,0.022153628,0.731281,33.00953686,56.842,0.056842,355625.6337,1227196.311,NA,NA,NA,355624.2683,1227201.172,292.32483,2054,2.2388378,2.2153628,0.23475,11.7977451214591,139.186789950912,2.054,3.34612
"91",643,237.227,0.029072207,266.291,2316.875,1376.847,8159.924,636.745,0.078033202,267.22,2316.875,1376.847,7922.697,693.92,0.087586336,0.000237227,266.291,2.316875,1.376847,0.008159924,0.636745,78.03320227,267.22,2.316875,1.376847,0.007922697,0.69392,87.58633581,57.183,0.057183,356746.7579,1119532.199,NA,NA,NA,356757.3349,1119547.116,182.23671,2323,0.8159924,0.7922697,0.237227,7.35477125344861,54.0926601905541,2.323,2.6722
"92",2706,242.712,0.032569721,292.399,2194.8,1312.018,7452.075,477.718,0.064105367,298.638,2194.778,1312.018,7209.363,534.935,0.074200037,0.000242712,292.399,2.1948,1.312018,0.007452075,0.477718,64.10536663,298.638,2.194778,1.312018,0.007209363,0.534935,74.20003681,57.234,0.057234,413637.3307,1219618.038,NA,NA,NA,413638.4279,1219619.356,155.69365,2198,0.7452075,0.7209363,0.242712,6.28353739136582,39.4828421486924,2.198,2.98638
"93",1625,239.101,0.020141986,374.414,2648.429,1335.427,11870.776,494.038,0.041618004,376.62,2648.429,1335.427,11631.675,551.331,0.047399106,0.000239101,374.414,2.648429,1.335427,0.011870776,0.494038,41.61800374,376.62,2.648429,1.335427,0.011631675,0.551331,47.39910632,57.309,0.057309,405189.5871,1187377.465,NA,NA,NA,405201.5581,1187376.343,194.03822,2660,1.1870776,1.1631675,0.239101,7.83106061630688,61.3255103762727,2.66,3.7662
"94",1717,250.373,0.010765131,329.071,1935.192,1274.948,23257.775,727.929,0.031298308,329.946,1935.192,1274.948,23007.402,785.24,0.034129886,0.000250373,329.071,1.935192,1.274948,0.023257775,0.727929,31.29830777,329.946,1.935192,1.274948,0.023007402,0.78524,34.12988568,57.324,0.057324,380179.193,1118880.55,NA,NA,NA,380179.6741,1118872.696,88.35549,1938,2.3257775,2.3007402,0.250373,3.56588097939414,12.7155071592049,1.938,3.29946
"97",1862,250.048,0.006367654,325.75,2311.7,1049.369,39268.466,1505.502,0.038338702,326.999,2311.7,1049.369,39018.418,1563.039,0.040059005,0.000250048,325.75,2.3117,1.049369,0.039268466,1.505502,38.33870159,326.999,2.3117,1.049369,0.039018418,1.563039,40.05900496,57.557,0.057557,436373.4718,1269107.641,NA,NA,NA,436379.1726,1269100.842,82.0638,2314,3.9268466,3.9018418,0.250048,3.31195880999364,10.9690711590945,2.314,3.26999
"98",2957,257.486,0.008241346,392.438,2152.8,1543.008,31243.198,867.168,0.027755417,393.701,2152.5,1543.008,30985.712,924.861,0.029847983,0.000257486,392.438,2.1528,1.543008,0.031243198,0.867168,27.75541736,393.701,2.1525,1.543008,0.030985712,0.924861,29.84798284,57.694,0.057694,321466.2546,1198935.549,NA,NA,NA,321473.9175,1198929.212,69.95991,2173,3.1243198,3.0985712,0.257486,2.82346589203598,7.97195964349053,2.173,3.93701
"99",2456,252.212,0.002744723,393.622,2389.636,1334.254,91889.794,1770.013,0.019262346,394.541,2389.735,1334.254,91637.582,1827.706,0.019944939,0.000252212,393.622,2.389636,1.334254,0.091889794,1.770013,19.26234594,394.541,2.389735,1.334254,0.091637582,1.827706,19.94493918,57.706,0.057706,381698.9235,1230063.761,NA,NA,NA,381727.7155,1230070.838,119.66254,2385,9.1889794,9.1637582,0.252212,4.82938157359538,23.3229263833826,2.385,3.94541
"101",1976,253.692,0.030403813,350.716,2779.111,1257.339,8344.085,391.977,0.046976631,354.626,2779.111,1257.339,8090.393,449.803,0.055597176,0.000253692,350.716,2.779111,1.257339,0.008344085,0.391977,46.97663075,354.626,2.779111,1.257339,0.008090393,0.449803,55.59717556,57.843,0.057843,402247.8095,1175440.028,NA,NA,NA,402245.9446,1175445.07,179.74672,2771,0.8344085,0.8090393,0.253692,7.25427938837173,52.624569444555,2.771,3.54626
"102",1365,239.818,0.027826259,188.005,1725.5,1192.707,8618.406,350.553,0.040674923,191.662,1725.5,1192.707,8378.588,408.693,0.048778267,0.000239818,188.005,1.7255,1.192707,0.008618406,0.350553,40.67492295,191.662,1.7255,1.192707,0.008378588,0.408693,48.7782667,58.155,0.058155,386786.2563,1235522.064,NA,NA,NA,386785.2543,1235522.635,64.81747,1729,0.8618406,0.8378588,0.239818,2.6159255458314,6.84306646133329,1.729,1.91662
"103",1812,257.303,0.0216526,278.807,1970.571,1038.683,11883.238,483.008,0.040646161,282.425,1970.571,1038.683,11625.935,541.408,0.046568986,0.000257303,278.807,1.970571,1.038683,0.011883238,0.483008,40.64616058,282.425,1.970571,1.038683,0.011625935,0.541408,46.56898563,58.42,0.05842,438057.1206,1145021.114,NA,NA,NA,438054.6867,1145026.859,79.59933,1971,1.1883238,1.1625935,0.257303,3.21249688977468,10.320136266812,1.971,2.82425
"104",1325,208.023,0.028742503,306.4,2125.857,1219.908,7237.47,434.355,0.060014757,311.793,2125.857,1219.908,7029.447,492.821,0.070108075,0.000208023,306.4,2.125857,1.219908,0.00723747,0.434355,60.01475654,311.793,2.125857,1.219908,0.007029447,0.492821,70.10807536,58.476,0.058476,359563.2915,1345108.502,NA,NA,NA,359559.6025,1345102.637,409.89001,2136,0.723747,0.7029447,0.208023,16.5424807253366,273.653668548135,2.136,3.11793
"105",1597,264.288,0.017857116,389.773,2497.118,1414.333,14800.15,497.671,0.033626078,393.863,2497,1414.333,14535.862,556.156,0.038260958,0.000264288,389.773,2.497118,1.414333,0.01480015,0.497671,33.62607811,393.863,2.497,1.414333,0.014535862,0.556156,38.26095762,58.503,0.058503,411473.7106,1213816.653,NA,NA,NA,411471.2734,1213816.237,72.76518,2496,1.480015,1.4535862,0.264288,2.93668193480893,8.62410078623313,2.496,3.93863
"106",3116,262.057,0.009760814,315.984,2012.786,1551.153,26847.863,721.614,0.026877893,318.305,2012.704,1551.153,26585.806,780.152,0.029344681,0.000262057,315.984,2.012786,1.551153,0.026847863,0.721614,26.87789341,318.305,2.012704,1.551153,0.026585806,0.780152,29.34468114,58.529,0.058529,288633.7763,1167339.302,5,NA,NA,288627.8277,1167329.84,89.36378,2011,2.6847863,2.6585806,0.262057,3.60657389086703,13.0073752302837,2.011,3.18305
"107",1755,236.292,0.037517815,285.925,2011.5,1245.864,6298.128,325.096,0.051617878,290.608,2011.5,1245.864,6061.836,383.784,0.063311512,0.000236292,285.925,2.0115,1.245864,0.006298128,0.325096,51.61787757,290.608,2.0115,1.245864,0.006061836,0.383784,63.31151156,58.703,0.058703,397759.0982,1127430.846,NA,NA,NA,397760.9586,1127433.168,110.58051,2015,0.6298128,0.6061836,0.236292,4.46284591145048,19.9169936293503,2.015,2.90608
"108",2920,267.807,0.014349329,264.264,1895.105,1663.484,18663.382,648.017,0.034721306,265.372,1895.105,1663.484,18395.575,706.808,0.038422719,0.000267807,264.264,1.895105,1.663484,0.018663382,0.648017,34.72130614,265.372,1.895105,1.663484,0.018395575,0.706808,38.42271851,58.79,0.05879,318565.7375,1271796.24,NA,NA,NA,318580.0738,1271789.324,64.7066,1899,1.8663382,1.8395575,0.267807,2.61145101658386,6.81967641201687,1.899,2.65372
"109",771,222.652,0.028187544,347.371,2279.111,1048.569,7898.95,601.247,0.076117332,348.945,2279.111,1048.569,7676.298,660.039,0.085984025,0.000222652,347.371,2.279111,1.048569,0.00789895,0.601247,76.11733205,348.945,2.279111,1.048569,0.007676298,0.660039,85.98402511,58.812,0.058812,430569.1324,1139694.662,NA,NA,NA,430576.0057,1139677.81,132.10478,2270,0.789895,0.7676298,0.222652,5.331529736172,28.4252093276863,2.27,3.48945
"110",1924,266.595,0.010574633,437.79,2613.222,1496.705,25210.804,631.24,0.025038472,439.297,2613.222,1496.705,24944.209,690.253,0.027671874,0.000266595,437.79,2.613222,1.496705,0.025210804,0.63124,25.0384716,439.297,2.613222,1.496705,0.024944209,0.690253,27.67187366,59.021,0.059021,355217.6455,1160466.197,NA,NA,NA,355216.0011,1160466.56,94.57153,2610,2.5210804,2.4944209,0.266595,3.81675004031105,14.5675808702144,2.61,4.39297
"111",1424,261.891,0.046784872,240.993,2375.833,1193.359,5597.771,276.304,0.049359647,247.569,2376,1193.359,5335.88,335.375,0.0628528,0.000261891,240.993,2.375833,1.193359,0.005597771,0.276304,49.3596469,247.569,2.376,1.193359,0.00533588,0.335375,62.85280029,59.09,0.05909,423858.1548,1241264.328,19,NA,NA,423859.6521,1241264.498,88.07119,2394,0.5597771,0.533588,0.261891,3.55440710309691,12.6338098545457,2.394,2.47569
"112",2179,199.705,0.008247823,365.8,1793.423,1353.105,24213.056,648.785,0.026794842,367.974,1793.423,1353.105,24013.351,707.876,0.029478435,0.000199705,365.8,1.793423,1.353105,0.024213056,0.648785,26.79484159,367.974,1.793423,1.353105,0.024013351,0.707876,29.47843473,59.099,0.059099,353577.6302,1326716.329,NA,NA,NA,353570.921,1326715.843,178.59969,1801,2.4213056,2.4013351,0.199705,7.20798716069245,51.9550789087073,1.801,3.67974
"113",1413,215.928,0.035591704,202.395,1808.143,1210.981,6066.807,362.409,0.059736365,200.817,1808.143,1209.321,5850.879,421.526,0.072044901,0.000215928,202.395,1.808143,1.210981,0.006066807,0.362409,59.73636544,200.817,1.808143,1.210981,0.005850879,0.421526,72.04490129,59.134,0.059134,401377.795,1237395.289,NA,NA,NA,401376.7028,1237387.263,19.00205,1810,0.6066807,0.5850879,0.215928,0.766891210319772,0.588122128465724,1.81,2.00817
"114",367,268.043,0.010465282,201.294,1852.464,1194.074,25612.593,887.289,0.034642685,201.18,1852.464,1194.074,25344.55,946.459,0.037343689,0.000268043,201.294,1.852464,1.194074,0.025612593,0.887289,34.64268534,201.18,1.852464,1.194074,0.02534455,0.946459,37.34368927,59.188,0.059188,412913.2622,1222967.449,NA,NA,NA,412904.1701,1222955.505,113.58627,1871,2.5612593,2.534455,0.268043,4.58415339797592,21.0144623761742,1.871,2.0118
"115",2996,262.054,0.013322904,324.854,1989.545,1464.36,19669.436,657.797,0.033442596,327.129,1989.095,1464.36,19407.382,717.147,0.036952279,0.000262054,324.854,1.989545,1.46436,0.019669436,0.657797,33.44259591,327.129,1.989095,1.46436,0.019407382,0.717147,36.95227929,59.351,0.059351,324781.8322,1198190.685,NA,NA,NA,324776.1407,1198182.344,123.89037,2008,1.9669436,1.9407382,0.262054,5.00000977769579,25.0000977770535,2.008,3.27129
"117",1024,274.494,0.028486721,154.473,1892.5,968.762,9635.858,752.707,0.078115203,156.693,1892.5,968.762,9361.364,812.36,0.086777952,0.000274494,154.473,1.8925,0.968762,0.009635858,0.752707,78.11520261,156.693,1.8925,0.968762,0.009361364,0.81236,86.77795244,59.674,0.059674,441226.8315,1272036.183,NA,NA,NA,441216.761,1272029.015,70.25452,1906,0.9635858,0.9361364,0.274494,2.83535586282715,8.03924286886828,1.906,1.56693
"118",2452,250.702,0.024138723,237.165,1853.818,1209.565,10385.885,479.549,0.046173147,239.038,1853.818,1209.565,10135.183,539.422,0.053222719,0.000250702,237.165,1.853818,1.209565,0.010385885,0.479549,46.1731475,239.038,1.853818,1.209565,0.010135183,0.539422,53.22271931,59.887,0.059887,389624.163,1228911.272,NA,NA,NA,389629.2022,1228907.021,70.14092,1863,1.0385885,1.0135183,0.250702,2.83077115530915,8.01326533373031,1.863,2.39038
"119",1583,273.187,0.009147787,412.888,2533.097,1497.028,29863.727,751.583,0.025167086,415.31,2532.867,1497.028,29590.54,811.456,0.027422818,0.000273187,412.888,2.533097,1.497028,0.029863727,0.751583,25.16708648,415.31,2.532867,1.497028,0.02959054,0.811456,27.42281824,59.89,0.05989,396667.9634,1210743,NA,NA,NA,396673.4199,1210739.573,244.75473,2538,2.9863727,2.959054,0.273187,9.87789481246439,97.5728059261108,2.538,4.1531
"120",1784,260.545,0.002447794,364.298,2164.75,1405.389,106440.743,2011.669,0.018899427,364.652,2164.75,1405.389,106180.198,2071.579,0.019510031,0.000260545,364.298,2.16475,1.405389,0.106440743,2.011669,18.89942651,364.652,2.16475,1.405389,0.106180198,2.071579,19.51003143,59.918,0.059918,353764.4387,1133044.774,NA,NA,NA,353750.5333,1133038.982,185.88795,2159,10.6440743,10.6180198,0.260545,7.50212924181134,56.2819431608408,2.159,3.64652
"121",713,251.308,0.043451829,436.985,3458.714,1726.028,5783.6,447.414,0.077359084,444.159,3458.714,1726.028,5532.292,507.427,0.091720936,0.000251308,436.985,3.458714,1.726028,0.0057836,0.447414,77.35908431,444.159,3.458714,1.726028,0.005532292,0.507427,91.72093592,60.023,0.060023,360964.2398,1189102.362,NA,NA,NA,360975.0102,1189095.424,632.21454,3471,0.57836,0.5532292,0.251308,25.5151298813737,651.021852863371,3.471,4.44159
"122",2367,269.408,0.010591254,358.68,2928.448,1530.255,25436.836,880.024,0.034596441,358.289,2928.821,1530.255,25167.428,940.091,0.037353479,0.000269408,358.68,2.928448,1.530255,0.025436836,0.880024,34.59644116,358.289,2.928821,1.530255,0.025167428,0.940091,37.35347927,60.083,0.060083,392367.2205,1192478.452,NA,NA,NA,392400.0322,1192485.933,124.11568,2944,2.5436836,2.5167428,0.269408,5.00910291546762,25.0911120177462,2.944,3.58289
"123",2841,269.872,0.013025797,374.806,2230.167,1779.07,20718.271,626.904,0.03025851,377.188,2230.167,1779.07,20448.399,687.01,0.033597251,0.000269872,374.806,2.230167,1.77907,0.020718271,0.626904,30.25850951,377.188,2.230167,1.77907,0.020448399,0.68701,33.59725131,60.103,0.060103,312536.2985,1216449.618,NA,NA,NA,312533.4398,1216463.101,113.4018,2236,2.0718271,2.0448399,0.269872,4.57670849484349,20.9462606467725,2.236,3.77188
"124",106,252.697,0.046780935,230.19,1885.143,1257.834,5401.709,304.039,0.056285705,239.072,1885.143,1257.834,5149.012,364.234,0.070738619,0.000252697,230.19,1.885143,1.257834,0.005401709,0.304039,56.28570514,239.072,1.885143,1.257834,0.005149012,0.364234,70.73861937,60.212,0.060212,404846.9244,1220242.513,NA,NA,NA,404849.9934,1220244.08,76.33296,1876,0.5401709,0.5149012,0.252697,3.0806716160462,9.49053760591271,1.876,2.39072
"125",2770,277.007,0.034550826,264.564,2188.222,1341.099,8017.377,415.978,0.05188455,266.978,2187.375,1341.099,7740.37,476.179,0.061518894,0.000277007,264.564,2.188222,1.341099,0.008017377,0.415978,51.88455027,266.978,2.187375,1.341099,0.00774037,0.476179,61.5188938,60.215,0.060215,383425.5247,1321779.972,NA,NA,NA,383426.0154,1321781.034,155.58945,2203,0.8017377,0.774037,0.277007,6.2793320522516,39.4300110224343,2.203,2.66978
"126",1175,210.958,0.034552601,261.766,2111,1894.896,6105.416,789.422,0.129298642,263.482,2111,1894.896,5894.458,849.67,0.144147265,0.000210958,261.766,2.111,1.894896,0.006105416,0.789422,129.2986424,263.482,2.111,1.894896,0.005894458,0.84967,144.1472651,60.229,0.060229,262245.1614,1262606.144,NA,NA,NA,262239.468,1262609.304,91.32545,2112,0.6105416,0.5894458,0.210958,3.68574363731796,13.5847061600298,2.112,2.63482
"127",3009,204.785,0.003479613,379.201,2129.694,1563.601,58852.814,1453.727,0.024701062,379.338,2129.694,1563.601,58648.029,1513.967,0.025814457,0.000204785,379.201,2.129694,1.563601,0.058852814,1.453727,24.70106187,379.338,2.129694,1.563601,0.058648029,1.513967,25.81445661,60.242,0.060242,326038.6069,1207520.659,NA,NA,NA,326055.627,1207520.547,82.13498,2148,5.8852814,5.8648029,0.204785,3.31483151669374,10.9881079840661,2.148,3.79338
"128",2899,281.581,0.012402881,308.662,2104.84,1779.07,22702.87,619.071,0.027268403,311.049,2104.84,1779.07,22421.289,679.331,0.030298481,0.000281581,308.662,2.10484,1.77907,0.02270287,0.619071,27.26840263,311.049,2.10484,1.77907,0.022421289,0.679331,30.29848106,60.259,0.060259,316270.4124,1216224.143,NA,NA,NA,316275.4804,1216214.343,116.12415,2109,2.270287,2.2421289,0.281581,4.68657802399503,21.9640135749931,2.109,3.11049
"129",1382,278.13,0.042362478,244.723,2104.857,1257.834,6565.48,342.738,0.052203038,252.052,2104.667,1257.834,6287.35,402.986,0.06409473,0.00027813,244.723,2.104857,1.257834,0.00656548,0.342738,52.20303771,252.052,2.104667,1.257834,0.00628735,0.402986,64.09472989,60.265,0.060265,403030.3196,1218675.487,NA,NA,NA,403041.1086,1218669.692,78.98258,2102,0.656548,0.628735,0.27813,3.18760588306936,10.1608312657784,2.102,2.52052
"131",2220,257.048,0.016901761,448.337,2285.235,1201.97,15208.356,563.852,0.037075145,448.5,2285.235,1201.97,14951.308,624.198,0.041748722,0.000257048,448.337,2.285235,1.20197,0.015208356,0.563852,37.07514474,448.5,2.285235,1.20197,0.014951308,0.624198,41.74872192,60.356,0.060356,365698.5419,1343072.395,NA,NA,NA,365695.7788,1343080.705,598.99835,2301,1.5208356,1.4951308,0.257048,24.1745795643652,584.410297113825,2.301,4.485
"132",2250,240.342,0.029953321,352.218,2327,1586.961,8023.885,415.442,0.051775667,356.473,2327,1586.961,7783.543,475.802,0.061129231,0.000240342,352.218,2.327,1.586961,0.008023885,0.415442,51.77566727,356.473,2.327,1.586961,0.007783543,0.475802,61.12923125,60.365,0.060365,342678.9822,1179956.531,NA,NA,NA,342666.7666,1179952.391,107.22307,2326,0.8023885,0.7783543,0.240342,4.32734520362285,18.7259165113177,2.326,3.56473
